,MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
6596282,bd50f20b1d1531b17893cfd477d76da0,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1223.0,0,7.0,0,,46413.0,2.0,1.0,1,211,24475.0,,29.0,215,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,256477.0,4.0,5.0,3396.0,,476940.0,HDD,463882.0,1,4096.0,Portable,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Upgrade,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,355.0,11510.0,1,0.0,0.0,0,0,0.0,0.0,10.0,1
6497807,ba7d868d7a88fa38f679d42d0c697a5a,win8defender,1.1.15200.1,4.18.1807.18075,1.275.511.0,0,7.0,0,,53447.0,1.0,1.0,1,142,110910.0,27.0,157.0,68,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1980.0,317708.0,4.0,1.0,58.0,,238475.0,HDD,227548.0,0,8192.0,Desktop,24.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.16299.371,amd64,rs3_release,16299,371,Professional,PROFESSIONAL,Upgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,33437.0,0,,0.0,0,0,0.0,0.0,1.0,0
5200604,953fa8a37bf9e1c858e2f692621ebf8c,win8defender,1.1.15000.2,4.16.17656.18052,1.271.760.0,0,7.0,0,,53447.0,1.0,1.0,1,68,36292.0,27.0,276.0,74,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,245824.0,4.0,1.0,288.0,,120196.0,SSD,96387.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,285.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,UUPUpgrade,8.0,31,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,33039.0,1,,0.0,0,0,0.0,0.0,12.0,0
2969348,5530a6d865e889b3804a332b6d6d86ed,win8defender,1.1.15100.1,4.18.1806.18062,1.273.212.0,0,7.0,0,,7945.0,2.0,1.0,1,118,156810.0,27.0,150.0,140,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,4142.0,153477.0,4.0,5.0,2523.0,,953869.0,HDD,299385.0,0,6144.0,Laptop,15.5,1366.0,768.0,Mobile,,405.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,21.0,90,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,52404.0,0,,0.0,0,0,0.0,0.0,3.0,0
456340,0d1fd191f0c4b668d349985f3187de1f,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1454.0,0,7.0,0,,53447.0,1.0,1.0,1,80,146255.0,27.0,101.0,107,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,4730.0,314878.0,4.0,5.0,3026.0,,244198.0,SSD,231634.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,6.0,28,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,897.0,67959.0,1,,0.0,0,0,0.0,0.0,3.0,1
8397862,f0f83fc4eab66efc64010eba8cb1006f,win8defender,1.1.15200.1,4.18.1807.18075,1.275.237.0,0,7.0,0,,53447.0,1.0,1.0,1,43,82764.0,18.0,53.0,42,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,AllInOne,Windows.Desktop,4915.0,317708.0,4.0,5.0,1972.0,,57241.0,SSD,29923.0,0,8192.0,Desktop,20.4,1920.0,1080.0,Desktop,#,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,37.0,158,FullAuto,0,IS_GENUINE,Volume:GVLK,0.0,0.0,Retail,0.0,142.0,12536.0,0,0.0,0.0,0,0,0.0,0.0,7.0,1
135922,03e853fdbe332a20c73c1d0f4f5a1453,win8defender,1.1.15200.1,4.11.15063.0,1.275.1244.0,0,7.0,0,,53447.0,1.0,1.0,1,59,2674.0,27.0,77.0,75,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1.0,0,,0.0,105.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171481.0,2.0,1.0,684.0,,953869.0,HDD,99500.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.15063.0,amd64,rs2_release,15063,0,Professional,PROFESSIONAL,IBSClean,8.0,31,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,628.0,13156.0,0,,0.0,0,0,0.0,0.0,11.0,1
6632105,be5805b0a4d7cb6e8c388b0612fcf9d4,win8defender,1.1.15100.1,4.16.17656.18052,1.273.55.0,0,7.0,0,,23657.0,2.0,1.0,1,173,5433.0,18.0,224.0,16,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,2206.0,200034.0,2.0,5.0,3211.0,,953869.0,HDD,299899.0,0,4096.0,Desktop,19.5,1600.0,900.0,Desktop,,4294967295.0,10.0.16299.192,amd64,rs3_release,16299,192,Professional,PROFESSIONAL,Update,1.0,5,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,12484.0,0,0.0,0.0,0,0,0.0,0.0,11.0,0
6651236,bee3b4ba413dba6be9aca7ac0e887c81,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1208.0,0,7.0,0,,53447.0,1.0,1.0,1,93,13354.0,,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,1443.0,256686.0,8.0,5.0,2737.0,,953869.0,HDD,952360.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,Upgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,355.0,6895.0,1,,0.0,1,0,0.0,0.0,8.0,0
4427253,7f12ea710c7cd50d8b688a57a4f9e099,win8defender,1.1.14800.3,4.9.10586.1106,1.267.1740.0,0,7.0,0,,62773.0,1.0,1.0,1,159,119079.0,18.0,277.0,75,windows10,x64,10.0.0.0,10586,768,th2,10586.1106.amd64fre.th2_release.170904-1742,Home,0.0,0,,0.0,74.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1780.0,260125.0,4.0,5.0,2289.0,,476940.0,HDD,100000.0,0,2048.0,Laptop,14.0,1366.0,768.0,Mobile,,0.0,10.0.10586.1106,amd64,th2_release_sec,10586,1106,Core,CORE,Update,8.0,31,Notify,0,IS_GENUINE,Retail,,0.0,Retail,,444.0,7052.0,0,,0.0,0,0,0.0,0.0,11.0,0
2377171,443075abb1715d79cbf2386279976775,win8defender,1.1.15200.1,4.18.1807.18075,1.275.981.0,0,7.0,0,,53447.0,1.0,1.0,1,164,155514.0,27.0,205.0,172,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Detachable,Windows.Desktop,3150.0,313507.0,4.0,5.0,2668.0,,244198.0,SSD,241849.0,0,8192.0,Laptop,12.3,2736.0,1824.0,Slate,,127.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,27.0,120,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,677.0,7759.0,1,,0.0,1,1,1.0,0.0,15.0,1
1213910,22de04320897d394652eed1745d804b3,win8defender,1.1.14901.4,4.9.10586.1106,1.269.488.0,0,7.0,0,,53447.0,1.0,1.0,1,56,,,89.0,88,windows10,x86,10.0.0.0,10586,768,th2,10586.1176.x86fre.th2_release_sec.170913-1848,Home,1.0,0,,0.0,74.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4490.0,321598.0,2.0,5.0,3272.0,,114473.0,Unspecified,72705.0,0,2560.0,Notebook,14.9,1280.0,800.0,Mobile,lion,0.0,10.0.10586.1176,x86,th2_release_sec,10586,1176,Core,CORE,Refresh,14.0,49,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,0.0,803.0,56585.0,0,0.0,0.0,0,0,0.0,0.0,11.0,0
366169,0a87b2ca8f200fc406bfaedc8cfc194e,win8defender,1.1.15000.2,4.10.14393.1593,1.271.213.0,0,7.0,0,,15409.0,2.0,1.0,1,171,74423.0,18.0,211.0,182,windows10,x86,10.0.0.0,14393,256,rs1,14393.1593.x86fre.rs1_release.170731-1934,Pro,1.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,528.0,174782.0,2.0,5.0,1884.0,,152627.0,HDD,71230.0,0,1024.0,Notebook,8.9,1024.0,600.0,Mobile,lion,0.0,10.0.14393.1593,x86,rs1_release,14393,1593,Professional,PROFESSIONAL,Update,29.0,125,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,2825.0,0,0.0,0.0,0,0,0.0,0.0,3.0,1
4555453,82c0cdb42d52ebfd14d09cdaaedbd62b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1067.0,0,7.0,0,,53447.0,1.0,1.0,1,149,154399.0,27.0,181.0,56,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2206.0,248167.0,4.0,5.0,2523.0,,476940.0,HDD,475466.0,0,4096.0,Notebook,17.3,1600.0,900.0,Mobile,,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,INVALID_LICENSE,Volume:GVLK,,0.0,Retail,,554.0,33116.0,0,,0.0,0,0,0.0,0.0,15.0,1
6016853,acb33bed546a25e053a4b8008279b2a7,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1107.0,0,7.0,0,,7945.0,2.0,1.0,1,84,26735.0,18.0,277.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,516.0,188345.0,4.0,5.0,2344.0,,476940.0,HDD,449550.0,0,4096.0,Desktop,17.0,1280.0,1024.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,7.0,30,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,3852.0,0,0.0,0.0,0,0,0.0,0.0,7.0,0
3940098,710d7c4e287cdb96a3e23e51cbc59257,win8defender,1.1.13504.0,4.11.15063.447,1.237.0.0,0,7.0,0,1632.0,23657.0,2.0,1.0,1,56,2772.0,,3.0,75,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1.0,0,,,107.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,189551.0,2.0,5.0,2097.0,,476940.0,HDD,239101.0,0,2048.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.15063.786,amd64,rs2_release,15063,786,Professional,PROFESSIONAL,IBSClean,14.0,49,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,556.0,63155.0,1,,0.0,0,0,0.0,0.0,11.0,1
1840247,34d0ce675c4600f0152dee9a74c6fe95,win8defender,1.1.15200.1,4.18.1807.18075,1.275.87.0,0,7.0,0,,22728.0,2.0,1.0,1,204,36049.0,,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Convertible,Windows.Desktop,2102.0,248411.0,4.0,5.0,2412.0,,953869.0,HDD,953254.0,0,4096.0,Notebook,13.9,1920.0,1080.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33032.0,1,,0.0,1,1,0.0,0.0,11.0,0
2831396,513f42419bd243ed5531288d3f551fb5,win8defender,1.1.14901.4,4.14.17639.18041,1.269.211.0,0,7.0,0,,62773.0,1.0,1.0,1,171,122547.0,,211.0,182,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,0.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,530.0,257629.0,4.0,5.0,2457.0,,476940.0,HDD,476324.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.48,amd64,rs4_release,17134,48,Professional,PROFESSIONAL,UUPUpgrade,29.0,125,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,42012.0,0,,0.0,0,0,0.0,0.0,3.0,1
2552430,49393620e12e8a93fb542fc642f9069f,win8defender,1.1.14700.5,4.12.16299.15,1.265.444.0,0,7.0,0,,53447.0,1.0,1.0,1,149,53517.0,27.0,181.0,56,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,585.0,188935.0,1.0,5.0,1951.0,,238475.0,HDD,225052.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.16299.371,amd64,rs3_release,16299,371,Core,CORE,UUPUpgrade,24.0,109,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,127.0,63041.0,0,0.0,0.0,0,0,0.0,0.0,15.0,0
11250,005390fbca65441b48e3f2d6f6f18044,win8defender,1.1.15300.6,4.18.1807.18075,1.275.1695.0,0,7.0,0,,53447.0,1.0,1.0,1,171,147902.0,,211.0,182,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,,137.0,,1.0,1.0,Desktop,Windows.Desktop,3133.0,263755.0,6.0,5.0,2760.0,,114473.0,SSD,113857.0,0,16384.0,Desktop,24.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.286,amd64,rs4_release,17134,286,Professional,PROFESSIONAL,IBSClean,29.0,125,FullAuto,0,INVALID_LICENSE,Volume:GVLK,,0.0,Retail,,142.0,9391.0,0,,0.0,0,0,0.0,1.0,3.0,0
6437949,b8c66f4129680442f2ac953de934efcf,win8defender,1.1.15200.1,4.18.1807.18075,1.275.414.0,0,7.0,0,,22728.0,2.0,1.0,1,151,70564.0,,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2102.0,238613.0,4.0,5.0,3026.0,,953869.0,HDD,152363.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33142.0,0,,0.0,0,0,0.0,1.0,1.0,1
271478,07ce39e67fb45454ad4d4a0c45d03687,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1356.0,0,7.0,0,,53447.0,1.0,1.0,1,201,69269.0,27.0,267.0,251,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,AllInOne,Windows.Desktop,2102.0,250687.0,4.0,5.0,2686.0,,476940.0,HDD,460535.0,0,4096.0,AllinOne,20.0,1600.0,900.0,Desktop,,4294967295.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,35.0,148,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,486.0,46890.0,1,,0.0,0,0,0.0,0.0,11.0,0
966580,1bc459ecdda5d62ca0a51b70fba346d8,win8defender,1.1.15100.1,4.16.17656.18052,1.273.1809.0,0,7.0,0,,53447.0,1.0,1.0,1,152,7470.0,18.0,15.0,58,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2206.0,244755.0,4.0,5.0,2574.0,,715404.0,HDD,692360.0,0,8192.0,Notebook,15.6,1366.0,768.0,Mobile,lion,0.0,10.0.16299.371,amd64,rs3_release,16299,371,Core,CORE,Upgrade,8.0,31,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,554.0,33032.0,1,0.0,0.0,0,0,0.0,0.0,1.0,1
8776686,fbd89a8e24e0a44ac5cba293c1222179,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1234.0,0,7.0,0,,53447.0,1.0,1.0,1,141,92213.0,27.0,167.0,227,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,AllInOne,Windows.Desktop,2206.0,100311.0,4.0,1.0,293.0,,953869.0,HDD,953318.0,0,8192.0,AllinOne,23.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.191,amd64,rs4_release,17134,191,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,10.0,35,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,93.0,17589.0,0,,0.0,1,0,0.0,0.0,10.0,0
724343,14d03a7633b8f9e798f562b9f7e8ede0,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1282.0,0,7.0,0,,47238.0,2.0,1.0,1,141,163380.0,27.0,167.0,227,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171331.0,4.0,1.0,288.0,,953869.0,HDD,907374.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.15063.1235,amd64,rs2_release,15063,1235,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,9.0,34,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,OEM:DM,,0.0,Retail,,644.0,8919.0,1,,0.0,0,0,0.0,1.0,10.0,1
5429275,9bd707551f7d1caca32ad291516cebcc,win8defender,1.1.15300.6,4.9.10586.0,1.277.25.0,0,7.0,0,,53447.0,1.0,1.0,1,183,35625.0,,89.0,88,windows10,x64,10.0.0.0,10586,256,th2,10586.162.amd64fre.th2_release_sec.160223-1728,Pro,1.0,0,,0.0,76.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1443.0,275846.0,2.0,5.0,4326.0,,305245.0,Unspecified,305242.0,0,4096.0,MiniTower,13.3,1024.0,768.0,SOHOServer,#,4294967295.0,10.0.10586.164,amd64,th2_release,10586,164,Professional,PROFESSIONAL,IBSClean,14.0,49,UNKNOWN,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,355.0,19946.0,0,0.0,0.0,0,0,0.0,0.0,11.0,1
7700581,dcf07d7aedce11e93cbe063ce5c2dc41,win8defender,1.1.15100.1,4.18.1806.18062,1.273.430.0,0,7.0,0,,53447.0,1.0,1.0,1,119,,,98.0,103,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,4589.0,313586.0,8.0,5.0,2892.0,,953869.0,HDD,102049.0,0,16384.0,Desktop,23.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.165,x86,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,5.0,26,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,0.0,142.0,9603.0,0,0.0,0.0,0,0,0.0,0.0,15.0,1
491646,0e22a7a748c398ab3e798e3697c22919,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1270.0,0,7.0,0,,53447.0,1.0,1.0,1,203,143782.0,18.0,255.0,46,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1.0,0,,0.0,107.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,,,4.0,5.0,2582.0,,239372.0,SSD,161944.0,0,8192.0,Notebook,13.3,2560.0,1600.0,Mobile,lion,0.0,10.0.15063.674,amd64,rs2_release,15063,674,Professional,PROFESSIONAL,Upgrade,39.0,160,Notify,0,INVALID_LICENSE,Retail,,0.0,Retail,0.0,,,0,0.0,0.0,0,0,0.0,0.0,7.0,0
2021729,3a05d6a72a506df20adb942494422ab1,win8defender,1.1.14901.4,4.12.17007.18022,1.269.1866.0,0,7.0,0,,53447.0,1.0,1.0,1,201,4785.0,27.0,267.0,251,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,111.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,34482.0,4.0,5.0,2255.0,,305245.0,HDD,99415.0,1,3072.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.309,amd64,rs3_release,16299,309,Professional,PROFESSIONAL,Update,35.0,148,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,628.0,9980.0,0,,0.0,0,0,0.0,0.0,11.0,0
6581544,bce3272d5b50c443c543ee3e736cf509,win8defender,1.1.15100.1,4.8.10240.17443,1.273.912.0,0,7.0,0,,53447.0,1.0,1.0,1,158,22981.0,,277.0,75,windows10,x64,10.0.0.0,10240,768,th1,10240.17443.amd64fre.th1.170602-2340,Home,1.0,0,,0.0,53.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,585.0,189340.0,2.0,5.0,2056.0,,305245.0,HDD,286711.0,0,4096.0,Notebook,15.5,1280.0,720.0,Mobile,lion,0.0,10.0.10240.17443,amd64,th1_st1,10240,17443,Core,CORE,Update,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,NOT_SET,0.0,127.0,63140.0,0,0.0,0.0,0,0,0.0,1.0,1.0,1
3220965,5c68bbaada6846e23060fe57117e569b,win8defender,1.1.14901.4,4.14.17639.18041,1.269.1925.0,0,7.0,0,,53447.0,1.0,1.0,1,147,77794.0,27.0,187.0,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.576.amd64fre.rs1_release_inmarket.161208-2252,Home,1.0,0,,0.0,94.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,525.0,299375.0,4.0,5.0,2569.0,,953869.0,HDD,381547.0,0,6144.0,Notebook,15.5,1366.0,768.0,Mobile,lion,156.0,10.0.14393.576,amd64,rs1_release,14393,576,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8.0,31,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,59575.0,1,0.0,0.0,1,0,0.0,0.0,11.0,1
1345192,26a0a80093697716df0940483df23c03,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1776.0,0,7.0,0,,53447.0,1.0,1.0,1,158,87401.0,,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Detachable,Windows.Desktop,3457.0,273792.0,4.0,5.0,1914.0,,119276.0,SSD,118316.0,0,4096.0,Desktop,10.1,1920.0,1200.0,Slate,lion,75.0,10.0.17134.167,amd64,rs4_release,17134,167,Core,CORE,Upgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,0.0,142.0,67601.0,0,0.0,0.0,1,1,1.0,0.0,1.0,0
2335141,42fe43d04cdd462ac07717f5eb2e82e0,win8defender,1.1.15100.1,4.18.1807.18075,1.273.810.0,0,7.0,0,,51954.0,2.0,1.0,1,141,1400.0,27.0,167.0,227,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Notebook,Windows.Desktop,2102.0,241805.0,2.0,5.0,1998.0,,476940.0,HDD,459083.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.15063.1088,amd64,rs2_release,15063,1088,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,10.0,35,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33111.0,1,,0.0,0,0,0.0,1.0,10.0,1
